event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
BGD27684,"07 July 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)",,Rioters,"Rioters (Bangladesh)",,Rioters,Rioters-Rioters,,50,"South Asia",Bangladesh,Dhaka,Narsingdi,Raipura,Amirganj,23.9224,90.7676,1,"Prothom Alo",National,"On 7 July 2024, supporters of two Union Parishad members clashed using guns, and cocktails bombs in Amirganj town (Raipura upazila, Narsingdi, Dhaka), over establishing dominance, and sand business in the area. At least 4 people were injured, and several buses were vandalized during the clash.",0,"crowd size=no report",1721157095
BGD27627,"07 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Labor Group (Bangladesh); Students (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Dhaka,Dhaka,,Dhaka,23.7656,90.3879,1,"United News of Bangladesh",National,"On 7 July 2024, students of Dhaka college staged a protest rally at Science Lab intersection, Dhaka city, demanding abolition of the quota system in government jobs and the reinstatement of the 2018 circular.",0,"crowd size=no report",1721769310
BGD27628,"07 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Labor Group (Bangladesh); Students (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Dhaka,Dhaka,Shahbagh,"Dhaka - Shahbagh",23.7317,90.3959,1,"United News of Bangladesh",National,"On 7 July 2024, thousands of students of Dhaka University, Dhaka College, Eden College and other nearby colleges staged a protest rally in Dhaka - Shahbagh (Shahbagh), demanding abolition of the quota system in government jobs and the reinstatement of the 2018 circular.",0,"crowd size=thousands",1721769310
BGD27679,"07 July 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)","Jubo League",Rioters,"Rioters (Bangladesh)","Jubo League",Rioters,Rioters-Rioters,,50,"South Asia",Bangladesh,Dhaka,Tangail,Mirzapur,Hathobhanga,24.1219,90.1745,1,"New Nation (Bangladesh)",National,"On 7 July 2024, two groups of Jubo League engaged in a factional clash in Gogai industrial area, Hathobhanga town (Mirzapur upazila, Tangail, Dhaka), over occupying CNG station and levying tolls on Gogai-Sakhipur-Dhaka road. At least 10 people were injured in the clash.",0,"crowd size=no report",1723576772
BGD27629,"07 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Labor Group (Bangladesh); Students (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Chittagong,Comilla,"Comilla Adarsha Sadar",Comilla,23.4619,91.185,1,"United News of Bangladesh",National,"On 7 July 2024, students of Comilla university staged a protest at Kotbari Bishwa Road in Comilla city, Comilla Adarsha Sadar (Chittagong), demanding abolition of the quota system in government jobs and the reinstatement of the 2018 circular.",0,"crowd size=no report",1726526021
BGD27623,"06 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Labor Group (Bangladesh); Students (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Dhaka,Dhaka,Savar,Savar,23.8486,90.25,1,"Financial Express (Bangladesh)",National,"On 6 July 2024, under the banner of 'Anti-Discriminatory Students Movement', students of Jahangirnagar university staged a protest rally at Dhaka - Aricha highway, Savar city (Dhaka), demanding abolition of the quota system in government jobs and the reinstatement of the 2018 circular.",0,"crowd size=no report",1721157094
BGD27624,"06 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Labor Group (Bangladesh); Students (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Dhaka,Tangail,"Tangail Sadar",Tangail,24.2498,89.9166,1,"Financial Express (Bangladesh)",National,"On 6 July 2024, students of Mawlana Bhashani Science and Technology University staged a protest rally at Ashekpur bypass, Tangail city, Tangail Sadar (Dhaka), demanding abolition of the quota system in government jobs and the reinstatement of the 2018 circular.",0,"crowd size=no report",1721157094
BGD27625,"06 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Labor Group (Bangladesh); Students (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Rajshahi,Rajshahi,Boalia,Rajshahi,24.374,88.6011,1,"Financial Express (Bangladesh)",National,"On 6 July 2024, students of Rajshahi university staged a protest rally at Rajshahi-Natore highway, Rajshahi city (Boalia), demanding abolition of the quota system in government jobs and the reinstatement of the 2018 circular.",0,"crowd size=no report",1721157094
BGD27636,"06 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Labor Group (Bangladesh); Students (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Mymensingh,Mymensingh,"Mymensingh Sadar",Mymensingh,24.7564,90.4065,1,"New Nation (Bangladesh)",National,"On 6 July 2024, students of Bangladesh Agriculture University staged a protest by blocking Dhaka-Mymensingh railway, Mymensingh city (Mymensingh), demanding abolition of the quota system in government jobs and the reinstatement of the 2018 circular. The blockade continued for three days.",0,"crowd size=no report",1721157094
BGD27611,"06 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","AL: Bangladesh Awami League",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Dhaka,Dhaka,Paltan,"Dhaka - Paltan",23.7333,90.4125,1,"New Age (Bangladesh)",National,"On 6 July 2024, members of Awami League (AL) and relatives of a deceased AL leader staged a human chain protest in front of National Press Club, Dhaka - Paltan (Paltan), demanded punishment for those involved in the killing of Awami League lawmaker in India.",0,"crowd size=no report",1721769310
BGD27626,"06 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Labor Group (Bangladesh); Students (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Dhaka,Dhaka,Shahbagh,"Dhaka - Shahbagh",23.7317,90.3959,1,"Financial Express (Bangladesh)",National,"On 6 July 2024, students and job seekers staged a protest rally in Dhaka - Shahbagh (Shahbagh), demanding abolition of the quota system in government jobs and the reinstatement of the 2018 circular.",0,"crowd size=no report",1721769310
BGD27653,"06 July 2024",2024,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Bangladesh)",,"Political militia","Civilians (Bangladesh)","AL: Bangladesh Awami League; Government of Bangladesh (2009-2024)",Civilians,"Political militia-Civilians","Civilian targeting",50,"South Asia",Bangladesh,Khulna,Khulna,Dumuria,Dumuria,22.795,89.4198,2,"United News of Bangladesh",National,"On 6 July 2024, unidentified assailants shot and killed an Awami League Union Parishad chairman at Gutudiya Wapda Bridge, Dumuria upazila (Khulna), in a targeted attack over unknown reasons.",1,"local administrators",1724113673
BGD27592,"05 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Labor Group (Bangladesh); Students (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Dhaka,Dhaka,Savar,Savar,23.8486,90.25,1,"Dhaka Tribune",National,"On 5 July 2024, students of Jahangirnagar university staged a human chain protest in front of the university in Savar city (Dhaka), with four-point demands, including the cancellation of the quota system in government jobs and reinstatement of the 2018 circular.",0,"crowd size=no report",1720552457
BGD27593,"05 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Labor Group (Bangladesh); Students (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Dhaka,Tangail,"Tangail Sadar",Tangail,24.2498,89.9166,1,"Daily Star (Bangladesh)",National,"On 5 July 2024, students of Bhashani university staged a protest rally in Tangail city, Tangail Sadar (Dhaka), against the reinstatement of the quota system in government jobs.",0,"crowd size=no report",1720552457
BGD27595,"05 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Labor Group (Bangladesh); Students (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Chittagong,Chittagong,Pahartali,Chittagong,22.3571,91.7823,1,"Prothom Alo",National,"On 5 July 2024, students of Chittagong university staged a protest rally in Chittagong city (Pahartali), against the reinstatement of the quota system in government jobs.",0,"crowd size=no report",1720552457
BGD27596,"05 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Labor Group (Bangladesh); Students (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Khulna,Khulna,"Khulna Sadar",Khulna,22.8097,89.5643,1,"Prothom Alo",National,"On 5 July 2024, students of Khulna university staged a protest rally in Khulna city, Khulna Sadar, against the reinstatement of the quota system in government jobs.",0,"crowd size=no report",1720552457
BGD27597,"05 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Labor Group (Bangladesh); Students (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Dhaka,Gopalganj,Kashiani,Gopalganj,23.1666,89.9166,1,"Prothom Alo",National,"On 5 July 2024, students of BSMRUST university staged a protest rally in Gopalganj city, Kashiani (Dhaka), against the reinstatement of the quota system in government jobs.",0,"crowd size=no report",1720552457
BGD27613,"05 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","BNP: Bangladesh Nationalist Party",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Rajshahi,Natore,Baraigram,Bonpara,24.2946,89.0801,1,"New Age (Bangladesh)",National,"On 5 July 2024, over 100 members of BNP staged a protest rally in front of Bonpara fire service, in Bonpara town, Baraigram upazila (Natore, Rajshahi), against the prior assault on a BNP leader by members of Awami League (coded separately).",0,"crowd size=over 100",1721157094
BGD27619,"05 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Labor Group (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Dhaka,Dhaka,Paltan,"Dhaka - Paltan",23.7333,90.4125,1,"New Age (Bangladesh)",National,"On 5 July 2024, members of Garments Sramik Front staged a protest rally in front of National Press Club, Dhaka - Paltan (Paltan), demanding introduction of the rationing system for garment workers.",0,"crowd size=no report",1721769310
BGD27615,"05 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","GM: Ganatantra Mancha; JSD: Jatiya Samajtantrik Dal",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Dhaka,Dhaka,Paltan,"Dhaka - Paltan",23.7333,90.4125,1,"New Age (Bangladesh)",National,"On 5 July 2024, members of Ganatantra Mancha staged a protest rally in front of National Press Club, Dhaka - Paltan (Paltan), while members of JSD staged a separate protest, against the deals and memorandum of understandings signed with India during the recent visit of Prime Minister.",0,"crowd size=no report",1722965596
BGD27568,"04 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","BKL: Bangladesh Farmer League; Farmers (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Rajshahi,Rajshahi,Boalia,Rajshahi,24.374,88.6011,1,"Prothom Alo",National,"On 4 July 2024, members of Krishak League staged a human chain and then a protest rally in Rajshahi city (Boalia), against the remarks of former minister on the prior killing of an Awami League leader (coded separately) and against the harassment of a freedom fighter.",0,"crowd size=no report",1720552457
BGD27586,"04 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Labor Group (Bangladesh); Students (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Barisal,Barisal,"Barisal Sadar",Barisal,22.705,90.3701,1,"Financial Express (Bangladesh)",National,"On 4 July 2024, students of Barisal university staged a protest at the main gate of campus in Barisal city (Barisal Sadar), demanding cancellation of the freedom fighter quota system in government jobs.",0,"crowd size=no report",1720552457
BGD27588,"04 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Labor Group (Bangladesh); Students (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Khulna,Kushtia,"Kushtia Sadar",Kushtia,23.9028,89.1194,1,"Financial Express (Bangladesh)",National,"On 4 July 2024, on the second day, students of Islamic university staged a protest at Kushtia-Khulna highway in Kushtia city, Kushtia Sadar (Khulna), demanding cancellation of the freedom fighter quota system in government jobs.",0,"crowd size=no report",1720552457
BGD27590,"04 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Labor Group (Bangladesh); Students (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Rajshahi,Rajshahi,Boalia,Rajshahi,24.374,88.6011,1,"Dhaka Tribune",National,"On 4 July 2024, students of Rajshahi university staged a protest at Dhaka-Rajshahi highway in Rajshahi city, (Boalia), following Supreme Court upheld the High Court's verdict that declared the decision to cancel the quota system, including the first and second-class freedom fighter quota in government jobs, illegal.",0,"crowd size=no report",1720552457
BGD27598,"04 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Teachers (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Dhaka,Dhaka,Savar,Savar,23.8486,90.25,1,"Financial Express (Bangladesh)",National,"On 4 July 2024, teachers of Jahangirnahar university staged a sit-in protest amidst an ongoing strike on campus in Savar city (Dhaka), demanding withdrawal of the 'Prottoy Scheme' notification under the Universal Pension Scheme.",0,"crowd size=no report",1720552457
BGD27605,"04 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)",,Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Mymensingh,Mymensingh,"Mymensingh Sadar",Mymensingh,24.7564,90.4065,1,"Prothom Alo",National,"On 4 July 2024, residents staged a human chain protest in Mymensingh city (Mymensingh Sadar), demanding excavation work in Amlapara residential area to make it suitable for public use.",0,"crowd size=no report",1720552457
BGD27594,"04 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Labor Group (Bangladesh); Students (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Dhaka,Dhaka,Shahbagh,"Dhaka - Shahbagh",23.7317,90.3959,1,"Daily Star (Bangladesh)",National,"On 4 July 2024, hundreds of students staged a protest at Dhaka university, Dhaka - Shahbagh (Shahbagh), after a student was forced out of residential hall by members of BCL, for participating in anti-quota movement.",0,"crowd size=hundreds",1721769310
BGD27575,"04 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Labor Group (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Dhaka,Dhaka,Uttara,"Dhaka - Uttara",23.869,90.3942,1,"Prothom Alo",National,"On 4 July 2024, workers of a factory staged a protest in front of the house of the factory owner in Dhaka - Uttara (Uttara), demanding their due salaries.",0,"crowd size=no report",1722376559
BGD27589,"04 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Labor Group (Bangladesh); Students (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Chittagong,Comilla,"Comilla Adarsha Sadar",Comilla,23.4619,91.185,1,"Dhaka Tribune",National,"On 4 July 2024, students of Comilla university staged a protest at Dhaka-Chittagong highway following in Comilla city, Comilla Adarsha Sadar (Chittagong), demanding cancellation of the freedom fighter quota system in government jobs.",0,"crowd size=no report",1726526021
BGD27564,"04 July 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)","Vigilante Group (Bangladesh)",Rioters,"Civilians (Bangladesh)",,Civilians,Rioters-Civilians,"Civilian targeting",50,"South Asia",Bangladesh,Khulna,Kushtia,Daulatpur,Daulatpur,24.0047,88.8757,2,"Prothom Alo",National,"On 4 July 2024, villagers assaulted and killed a young man in Mahishkundi Purva Para village, Daulatpur upazila (Kushtia, Khulna), on suspicion of being a thief.",1,"crowd size=no report",1728420940
BGD27556,"03 July 2024",2024,1,"Political violence","Violence against civilians",Attack,"Rohingya Muslim Militia (Myanmar)","Refugees/IDPs (Myanmar)","Identity militia","Civilians (Myanmar)","Refugees/IDPs (Myanmar); Rohingya Muslim Group (Myanmar)",Civilians,"Identity militia-Civilians","Civilian targeting",50,"South Asia",Bangladesh,Chittagong,"Cox's Bazar",Ukhia,Ukhiya,21.245,92.1375,2,"Prothom Alo",National,"On 3 July 2024, Rohingya militants attacked and killed a member of Rohingya community in Madhurchhara Shelter Camp, Ukhia upazila (coded as Ukhiya, Cox's Bazar, Chittagong), over a suspected previous enmity.",1,,1720552457
BGD27565,"03 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","AL: Bangladesh Awami League",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Mymensingh,Jamalpur,Madarganj,Madarganj,24.8951,89.7187,2,"Prothom Alo",National,"On 3 July 2024, supporters of Awami League upazila parishad chairman staged a human chain and protest rally in Balijuri Bazar area, Madarganj upazila (Jamalpur, Mymensingh), demanding release of the upazila chairman detained in a prior murder case. The detainee was on bail since 2020.",0,"crowd size=no report",1720552457
BGD27584,"03 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Labor Group (Bangladesh); Students (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Dhaka,Dhaka,Savar,Savar,23.8486,90.25,1,"Financial Express (Bangladesh)",National,"On 3 July 2024, students of Jahangirnagar university staged a protest at Dhaka - Aricha highway, Savar city (Dhaka), against the reinstatement of quotas in first and second-class government positions.",0,"crowd size=no report",1720552457
BGD27587,"03 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Labor Group (Bangladesh); Students (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Khulna,Kushtia,"Kushtia Sadar",Kushtia,23.9028,89.1194,1,"Financial Express (Bangladesh)",National,"On 3 July 2024, students of Islamic university staged a protest at Kushtia-Khulna highway in Kushtia city, Kushtia Sadar (Khulna), demanding cancellation of the freedom fighter quota system in government jobs.",0,"crowd size=no report",1720552457
BGD27591,"03 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Labor Group (Bangladesh); Students (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Mymensingh,Mymensingh,"Mymensingh Sadar",Mymensingh,24.7564,90.4065,1,"Dhaka Tribune",National,"On 3 July 2024, more than 300 students of BAU university staged a protest by blocking a commuter train at Abdul Jabbar intersection, Mymensingh city (Mymensingh Sadar), demanding the abolition of quota system in government jobs.",0,"crowd size=more than 300",1720552457
BGD27606,"03 July 2024",2024,1,Demonstrations,Protests,"Protest with intervention","Protesters (Bangladesh)","BNP: Bangladesh Nationalist Party",Protesters,"Rioters (Bangladesh)","AL: Bangladesh Awami League",Rioters,Rioters-Protesters,,50,"South Asia",Bangladesh,Rajshahi,Natore,"Natore Sadar",Natore,24.4111,88.9867,1,"United News of Bangladesh",National,"On 3 July 2024, members of Awami League assaulted and injured BNP members with sharp weapons in Natore town, Natore Sadar (Rajshahi), during the demonstration of BNP demanding unconditional release of party chairperson. 7 members of BNP were injured in the assault.",0,"crowd size=no report",1720552457
BGD27607,"03 July 2024",2024,1,Demonstrations,Protests,"Protest with intervention","Protesters (Bangladesh)","BNP: Bangladesh Nationalist Party; JSD: Jatiyatabadi Swechchhasebak Dal",Protesters,"Rioters (Bangladesh)","AL: Bangladesh Awami League",Rioters,Rioters-Protesters,,50,"South Asia",Bangladesh,Barisal,Patuakhali,"Patuakhali Sadar",Patuakhali,22.3683,90.3458,1,"New Age (Bangladesh)",National,"On 3 July 2024, members of Awami League assaulted and injured BNP members with sharp weapons in Patuakhali town, Patuakhali Sadar (Barisal), during the demonstration of BNP demanding unconditional release of party chairperson. Several members of BNP, including a leader of JSD were injured in the assault.",0,"crowd size=no report",1720552457
BGD27670,"03 July 2024",2024,1,"Strategic developments","Strategic developments",Other,"Civilians (Bangladesh)","Bawm Ethnic Goup (Bangladesh); Christian Group (Bangladesh)",Civilians,,,,"Civilians only",,50,"South Asia",Bangladesh,Chittagong,Chittagong,Pahartali,Chittagong,22.3571,91.7823,2,"Times of India",Regional,"Displacement: On 3 July 2024, 140-150 refugees belonging to Bawm ethnicity crossed the border from Bangladesh to India into Lawngtlai district, Mizoram (coded as Chittagong city, Pahartali upazila, Chittagong), amid ongoing clashes between Bangladesh military and Kuki-Chin militants.",0,,1721157094
BGD27570,"03 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Dalit Caste Group (Bangladesh); Former CPB: Communist Party of Bangladesh; JMC: National Freedom Fighter Council; JSD: Jatiya Samajtantrik Dal; Students (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Dhaka,Dhaka,,Dhaka,23.7656,90.3879,1,"Prothom Alo",National,"On 3 July 2024, members of several political and social organizations including former CPB, National Freedom Fighter Council, Samajtantrik Dal (JSD), students and members of Dalit caste staged a protest rally in Dhaka city, demanding that the land of Mironjilla Colony be allotted in the name of Harijan (Dalit) community.",0,"crowd size=no report",1721769310
BGD27585,"03 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Labor Group (Bangladesh); Students (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Dhaka,Dhaka,Shahbagh,"Dhaka - Shahbagh",23.7317,90.3959,1,"United News of Bangladesh",National,"On 3 July 2024, thousands of students of different colleges and universities of Dhaka staged a protest in Dhaka - Shahbagh (Shahbagh), against the reinstatement of quotas in first and second-class government positions.",0,"crowd size=thousands",1721769310
BGD27604,"03 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)",,Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Dhaka,Dhaka,Paltan,"Dhaka - Paltan",23.7333,90.4125,1,"Dhaka Tribune",National,"On 3 July 2024, residents of Mironjilla Sweeper Colony staged a protest in front of National Press Club, Dhaka - Paltan (Paltan), against the demolition of their housing colony by the government. Protesters claimed that no one is renting them houses because they belong to sweeper colony.",0,"crowd size=no report",1721769310
BGD27555,"02 July 2024",2024,1,"Political violence",Battles,"Armed clash","ARSA: Arakan Rohingya Salvation Army",,"Rebel group","RSO: Rohingya Solidarity Organization",,"Rebel group","Rebel group-Rebel group",,50,"South Asia",Bangladesh,Chittagong,"Cox's Bazar",Ukhia,Ukhiya,21.245,92.1375,2,"United News of Bangladesh",National,"On 2 July 2024, members of ARSA and RSO engaged in a gunfight at E/3 Block of Rohingya camp-14, Ukhia upazila (coded as Ukhiya, Cox's Bazar, Chittagong), over establishing dominance. A member of Rohingya community was killed and two others were left injured in the clash.",1,,1720552457
BGD27561,"02 July 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Bangladesh)","Labor Group (Bangladesh)",Rioters,"Civilians (Bangladesh)","Labor Group (Bangladesh)",Civilians,Rioters-Civilians,"Civilian targeting",50,"South Asia",Bangladesh,Rangpur,Panchagarh,Boda,Boda,26.1998,88.5552,1,"Prothom Alo",National,"On 2 July 2024, members of Upazila Three Wheeler and CNG Owners Association assaulted and injured a member of Panchagarh District Bus and Minibus Workers' Union in Boda upazila town (Panchagarh, Rangpur), over establishing supremacy in controlling routes in the area.",0,"crowd size=no report",1720552457
BGD27567,"02 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Bengali Ethnic Group (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Khulna,Kushtia,"Kushtia Sadar",Kushtia,23.9028,89.1194,2,"Prothom Alo",National,"On 2 July 2024, followers of a Bengali spiritual leader staged a human chain protest in Chheuriya area, Kushtia Sadar upazila (coded as Kushtia, Khulna), against the demolishing of spiritual leader's house and demanded reconstruction and exemplary punishment for the culprits.",0,"crowd size=no report",1720552457
BGD27571,"02 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Journalists (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Rajshahi,Pabna,"Pabna Sadar",Pabna,24.0064,89.2372,1,"Dhaka Tribune",National,"On 2 July 2024, journalists of different media outlets at Pabna University of Science and Technology staged a human chain protest on campus in Pabna city (Pabna Sadar, Rajshahi), against the assault on a fellow journalist by zilla parishad member (coded separately).",0,"crowd size=no report",1720552457
BGD27572,"02 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Journalists (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Khulna,Jhenaidah,"Jhenaidah Sadar",Jhenaidah,23.5425,89.1749,1,"Dhaka Tribune",National,"On 2 July 2024, journalists staged a human chain protest at the post office intersection in Jhenaidah city, Jhenaidah Sadar (Khulna), against the assault on a fellow journalist by executive engineer of Jhenaidah West Zone Power Distribution Company.",0,"crowd size=no report",1720552457
BGD27573,"02 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Labor Group (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Rangpur,Panchagarh,"Panchagarh Sadar",Panchagarh,26.3334,88.5578,1,"Prothom Alo",National,"On 2 July 2024, members of Panchagarh District Bus and Minibus Workers' Union staged a protest in Panchagarh city, Panchagarh Sadar (Rangpur), against the assault on their member by members of Three Wheeler and CNG Owners Association (coded separately).",0,"crowd size=no report",1720552457
BGD27578,"02 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Labor Group (Bangladesh); Students (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Barisal,Barisal,"Barisal Sadar",Barisal,22.705,90.3701,1,"United News of Bangladesh",National,"On 2 July 2024, students of Barisal university staged a protest rally at Dhaka - Barisal highway, Barisal city (Barisal Sadar), demanded cancellation of all quotas in government jobs except those for people with disability and ethnic groups.",0,"crowd size=no report",1720552457
BGD27582,"02 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Labor Group (Bangladesh); Students (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Rajshahi,Rajshahi,Boalia,Rajshahi,24.374,88.6011,1,"New Age (Bangladesh)",National,"On 2 July 2024, about a hundred students of Rajshahi university staged a human chain protest in Rajshahi city (Boalia), demanding cancellation of the High Court order to reinstate 30 per cent job quota for freedom fighters' children and grandchildren.",0,"crowd size=about a hundred",1720552457
BGD27583,"02 July 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Bangladesh)","Labor Group (Bangladesh); Students (Bangladesh)",Protesters,,,,"Protesters only",,50,"South Asia",Bangladesh,Chittagong,Chittagong,Hathazari,Fatehpur,22.4822,91.8142,1,"New Age (Bangladesh)",National,"On 2 July 2024, students of Rajshahi university staged a human chain protest in Fatehpur union, Hathazari upazila (Chittagong), demanding cancellation of the High Court order to reinstate 30 per cent job quota for freedom fighters' children and grandchildren.",0,"crowd size=no report",1720552457
BGD27610,"02 July 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Bangladesh)","Labor Group (Bangladesh)",Rioters,"Rioters (Bangladesh)","Labor Group (Bangladesh)",Rioters,Rioters-Rioters,,50,"South Asia",Bangladesh,Barisal,Barisal,"Barisal Sadar",Barisal,22.705,90.3701,1,"Dhaka Tribune",National,"On 2 July 2024, members of two groups of employee organizations clashed using chairs at Barisal university, Barisal city (Barisal Sadar), during their demonstration against inclusion of public universities in the universal pension scheme over who represented the organization of officers at the demonstration. At least 8 people were injured in the clash.",0,"crowd size=no report",1720552457
